,artist,number,title,year
4912,T.I. featuring Justin Timberlake,12,Dead and Gone,2009
4913,The Fray,13,You Found Me,2009
4914,Kings of Leon,14,Use Somebody,2009
4915,Keri Hilson featuring Kanye West and Ne-Yo,15,Knock You Down,2009
4916,Jamie Foxx featuring T-Pain,16,Blame It,2009
4917,Pitbull,17,I Know You Want Me (Calle Ocho),2009
4918,T.I. featuring Rihanna,18,Live Your Life,2009
4919,Soulja Boy Tell 'Em featuring Sammie,19,Kiss Me thru the Phone,2009
4920,Jay Sean featuring Lil Wayne,20,Down,2009
4921,Miley Cyrus,21,The Climb,2009
4922,Drake,22,Best I Ever Had,2009
4923,Kelly Clarkson,23,My Life Would Suck Without You,2009
4924,Beyoncé,24,Halo,2009
4925,Katy Perry,25,Hot n Cold,2009
4926,Shinedown,26,Second Chance,2009
4927,Britney Spears,27,Circus,2009
4928,Kid Cudi,28,Day 'n' Nite,2009
4929,Miley Cyrus,29,Party in the U.S.A.,2009
4930,3OH!3,30,Don't Trust Me,2009
4931,Jay-Z featuring Rihanna and Kanye West,31,Run This Town,2009
4932,Kevin Rudolf featuring Lil Wayne,32,Let It Rock,2009
4933,Sean Kingston,33,Fire Burning,2009
4934,Jason Derulo,34,Whatcha Say,2009
4935,Lady Gaga,35,LoveGame,2009
4936,Katy Perry,36,Waking Up in Vegas,2009
4937,Jeremih,37,Birthday Sex,2009
4938,Pink,38,Sober,2009
4939,Britney Spears,39,Womanizer,2009
4940,T.I.,40,Whatever You Like,2009
4941,Mariah Carey,41,Obsessed,2009
4942,Ne-Yo,42,Mad,2009
4943,Cobra Starship featuring Leighton Meester,43,Good Girls Go Bad,2009
4944,Kanye West,44,Love Lockdown,2009
4945,Pink,45,So What,2009
4946,Pitbull,46,Hotel Room Service,2009
4947,"Eminem, Dr. Dre and 50 Cent",47,Crack a Bottle,2009
4948,Beyoncé,48,If I Were a Boy,2009
4949,Keri Hilson featuring Lil Wayne,49,Turnin Me On,2009
4950,Pussycat Dolls,50,I Hate This Part,2009
4951,Nickelback,51,Gotta Be Somebody,2009
4952,Pink,52,Please Don't Leave Me,2009
4953,Lady Gaga,53,Paparazzi,2009
4954,Akon featuring Colby O'Donis and Kardinal Offishall,54,Beautiful,2009
4955,Coldplay,55,Viva la Vida,2009
4956,Akon,56,Right Now (Na Na Na),2009
4957,Jordin Sparks,57,Battlefield,2009
4958,Flo Rida featuring Wynter Gordon,58,Sugar,2009
4959,Ne-Yo,59,Miss Independent,2009
4960,Owl City,60,Fireflies,2009
4961,Linkin Park,61,New Divide,2009
4962,Jay-Z featuring Alicia Keys,62,Empire State of Mind,2009
4963,Daughtry,63,No Surprise,2009
4964,Shakira,64,She Wolf,2009
4965,Mario featuring Gucci Mane and Sean Garrett,65,Break Up,2009
4966,Beyoncé,66,Sweet Dreams,2009
4967,Young Money,67,Every Girl,2009
4968,Colbie Caillat,68,Fallin' for You,2009
4969,The Veronicas,69,Untouched,2009
4970,Nickelback,70,If Today Was Your Last Day,2009
4971,Fabolous featuring The-Dream,71,Throw It in the Bag,2009
4972,Boys Like Girls,72,Love Drunk,2009
4973,Asher Roth,73,I Love College,2009
4974,Britney Spears,74,If U Seek Amy,2009
4975,Jason Aldean,75,Big Green Tractor,2009
4976,Taylor Swift,76,White Horse,2009
4977,Rihanna,77,Disturbia,2009
4978,Green Day,78,21 Guns,2009
4979,Soulja Boy Tell 'Em,79,Turn My Swag On,2009
4980,The-Dream,80,Rockin' That Thang,2009
4981,Zac Brown Band,81,Chicken Fried,2009
4982,Beyoncé,82,Diva,2009
4983,Iyaz,83,Replay,2009
4984,Brad Paisley,84,Then,2009
4985,Rob Thomas,85,Her Diamonds,2009
4986,Jesse McCartney featuring Ludacris,86,How Do You Sleep?,2009
4987,Britney Spears,87,3,2009
4988,"Drake featuring Kanye West, Lil Wayne and Eminem",88,Forever,2009
4989,Justin Bieber,89,One Time,2009
4990,Lady Antebellum,90,I Run to You,2009
4991,Kelly Clarkson,91,I Do Not Hook Up,2009
4992,John Legend featuring André 3000,92,Green Light,2009
4993,Billy Currington,93,People Are Crazy,2009
4994,Zac Brown Band,94,Whatever It Is,2009
4995,Kelly Clarkson,95,Already Gone,2009
4996,Kristinia DeBarge,96,Goodbye,2009
4997,Michael Franti & Spearhead featuring Cherine Anderson,97,Say Hey (I Love You),2009
4998,Jim Jones featuring Ron Browz and Juelz Santana,98,Pop Champagne,2009
4999,Maxwell,99,Pretty Wings,2009
5000,The Fray,100,Never Say Never,2009
5001,Kesha,1,Tik Tok,2010
5002,Lady Antebellum,2,Need You Now,2010
5003,Train,3,"Hey, Soul Sister",2010
5004,Katy Perry featuring Snoop Dogg,4,California Gurls,2010
5005,Usher featuring will.i.am,5,OMG,2010
5006,B.o.B featuring Hayley Williams,6,Airplanes,2010
5007,Eminem featuring Rihanna,7,Love the Way You Lie,2010
5008,Lady Gaga,8,Bad Romance,2010
5009,Taio Cruz,9,Dynamite,2010
5010,Taio Cruz featuring Ludacris,10,Break Your Heart,2010
5011,B.o.B featuring Bruno Mars,11,Nothin' on You,2010
5012,Enrique Iglesias featuring Pitbull,12,I Like It,2010
5013,Young Money featuring Lloyd,13,BedRock,2010
5014,Jason Derulo,14,In My Head,2010
5015,Rihanna,15,Rude Boy,2010
5016,Lady Gaga featuring Beyoncé,16,Telephone,2010
5017,Katy Perry,17,Teenage Dream,2010
5018,Bruno Mars,18,Just the Way You Are,2010
5019,Mike Posner,19,Cooler Than Me,2010
5020,The Black Eyed Peas,20,Imma Be,2010
5021,Jay-Z featuring Alicia Keys,21,Empire State of Mind,2010
5022,Usher featuring Pitbull,22,DJ Got Us Fallin' in Love,2010
5023,Travie McCoy featuring Bruno Mars,23,Billionaire,2010
5024,Eminem,24,Not Afraid,2010
5025,Iyaz,25,Replay,2010
5026,David Guetta featuring Akon,26,Sexy Bitch,2010
5027,The Script,27,Breakeven,2010
5028,Kesha,28,Your Love Is My Drug,2010
5029,The Black Eyed Peas,29,I Gotta Feeling,2010
5030,Owl City,30,Fireflies,2010
5031,Trey Songz featuring Fabolous,31,Say Aah,2010
5032,Drake,32,Find Your Love,2010
5033,Lady Gaga,33,Alejandro,2010
5034,Jason Derulo,34,Ridin' Solo,2010
5035,Nelly,35,Just a Dream,2010
5036,Ludacris,36,How Low,2010
5037,Far East Movement featuring The Cataracs and Dev,37,Like a G6,2010
5038,Timbaland featuring Justin Timberlake,38,Carry Out,2010
5039,Michael Bublé,39,Haven't Met You Yet,2010
5040,Flo Rida featuring David Guetta,40,Club Can't Handle Me,2010
5041,Jay Sean featuring Lil Wayne,41,Down,2010
5042,La Roux,42,Bulletproof,2010
5043,Jason Derulo,43,Whatcha Say,2010
5044,Justin Bieber featuring Ludacris,44,Baby,2010
5045,Adam Lambert,45,Whataya Want from Me,2010
5046,Taylor Swift,46,Mine,2010
5047,Rihanna,47,Only Girl (In the World),2010
5048,Kris Allen,48,Live Like We're Dying,2010
5049,Rihanna featuring Jeezy,49,Hard,2010
5050,Jay-Z featuring Mr Hudson,50,Young Forever,2010
5051,Kesha featuring 3OH!3,51,Blah Blah Blah,2010
5052,Trey Songz featuring Nicki Minaj,52,Bottoms Up,2010
5053,Jay Sean featuring Sean Paul and Lil Jon,53,Do You Remember,2010
5054,OneRepublic,54,All the Right Moves,2010
5055,Orianthi,55,According to You,2010
5056,Ludacris featuring Nicki Minaj,56,My Chick Bad,2010
5057,Taylor Swift,57,You Belong with Me,2010
5058,The Black Eyed Peas,58,Meet Me Halfway,2010
5059,Kesha,59,Take It Off,2010
5060,Drake,60,Over,2010
5061,Neon Trees,61,Animal,2010
5062,Maroon 5,62,Misery,2010
5063,B.o.B featuring Rivers Cuomo,63,Magic,2010
5064,Lady Gaga,64,Paparazzi,2010
5065,New Boyz featuring Ray J,65,Tie Me Down,2010
5066,Nicki Minaj,66,Your Love,2010
5067,Miley Cyrus,67,Party in the U.S.A.,2010
5068,Chris Brown featuring Tyga and Kevin McCall,68,Deuces,2010
5069,Britney Spears,69,3,2010
5070,Shontelle,70,Impossible,2010
5071,"Drake featuring Kanye West, Lil Wayne and Eminem",71,Forever,2010
5072,Boys Like Girls featuring Taylor Swift,72,Two Is Better Than One,2010
5073,3OH!3 featuring Kesha,73,My First Kiss,2010
5074,Kelly Clarkson,74,Already Gone,2010
5075,The Black Eyed Peas,75,Rock That Body,2010
5076,OneRepublic,76,Secrets,2010
5077,Selena Gomez & the Scene,77,Naturally,2010
5078,Alicia Keys,78,Un-Thinkable (I'm Ready),2010
5079,"DJ Khaled featuring T-Pain, Ludacris, Snoop Dogg and Rick Ross",79,All I Do Is Win,2010
5080,"Kevin Rudolf featuring Birdman, Jay Sean and Lil Wayne",80,I Made It (Cash Money Heroes),2010
5081,Sugarland,81,Stuck Like Glue,2010
5082,Usher featuring Plies,82,Hey Daddy (Daddy's Home),2010
5083,Usher,83,There Goes My Baby,2010
5084,Taylor Swift,84,Today Was a Fairytale,2010
5085,Timbaland featuring Drake,85,Say Something,2010
5086,Beyoncé,86,Sweet Dreams,2010
5087,Kings of Leon,87,Use Somebody,2010
5088,Carrie Underwood,88,Undo It,2010
5089,Sean Kingston and Justin Bieber,89,Eenie Meenie,2010
5090,Lil Wayne featuring Drake,90,Right Above It,2010
5091,Miranda Lambert,91,The House That Built Me,2010
5092,The Band Perry,92,If I Die Young,2010
5093,Paramore,93,The Only Exception,2010
5094,Lady Antebellum,94,American Honey,2010
5095,Sara Bareilles,95,King of Anything,2010
5096,Daughtry,96,Life After You,2010
5097,Uncle Kracker,97,Smile,2010
5098,Cali Swag District,98,Teach Me How to Dougie,2010
5099,Alicia Keys,99,Try Sleeping with a Broken Heart,2010
5100,Jerrod Niemann,100,"Lover, Lover",2010
5101,Adele,1,Rolling in the Deep,2011
5102,LMFAO featuring Lauren Bennett and GoonRock,2,Party Rock Anthem,2011
5103,Katy Perry,3,Firework,2011
5104,Katy Perry featuring Kanye West,4,E.T.,2011
5105,"Pitbull featuring Ne-Yo, Afrojack and Nayer",5,Give Me Everything,2011
5106,Bruno Mars,6,Grenade,2011
5107,CeeLo Green,7,Fuck You,2011
5108,Nicki Minaj,8,Super Bass,2011
5109,Maroon 5 featuring Christina Aguilera,9,Moves like Jagger,2011
5110,The Black Eyed Peas,10,Just Can't Get Enough,2011
5111,Jennifer Lopez featuring Pitbull,11,On the Floor,2011
5112,Rihanna,12,S&M,2011
5113,Foster the People,13,Pumped Up Kicks,2011
5114,Katy Perry,14,Last Friday Night (T.G.I.F.),2011
5115,Bruno Mars,15,Just the Way You Are,2011
5116,Enrique Iglesias featuring Ludacris and DJ Frank E,16,Tonight (I'm Lovin' You),2011
5117,Pink,17,Raise Your Glass,2011
5118,Lady Gaga,18,Born This Way,2011
5119,Pink,19,Fuckin' Perfect,2011
5120,Rihanna featuring Drake,20,What's My Name?,2011
5121,Chris Brown featuring Lil Wayne and Busta Rhymes,21,Look at Me Now,2011
5122,Jeremih featuring 50 Cent,22,Down on Me,2011
5123,Lil Wayne,23,How to Love,2011
5124,Adele,24,Someone Like You,2011
5125,OneRepublic,25,Good Life,2011
5126,Bruno Mars,26,The Lazy Song,2011
5127,Britney Spears,27,Till the World Ends,2011
5128,Lupe Fiasco,28,The Show Goes On,2011
5129,Lady Gaga,29,The Edge of Glory,2011
5130,Kesha,30,We R Who We R,2011
5131,Wiz Khalifa,31,Black and Yellow,2011
5132,Hot Chelle Rae,32,Tonight Tonight,2011
5133,Kesha,33,Blow,2011
5134,Bad Meets Evil featuring Bruno Mars,34,Lighters,2011
5135,The Band Perry,35,If I Die Young,2011
5136,Gym Class Heroes featuring Adam Levine,36,Stereo Hearts,2011
5137,The Black Eyed Peas,37,The Time (Dirty Bit),2011
5138,Diddy – Dirty Money featuring Skylar Grey,38,Coming Home,2011
5139,Pitbull featuring T-Pain,39,Hey Baby (Drop It to the Floor),2011
5140,Rihanna,40,Only Girl (In the World),2011
5141,Lil Wayne featuring Cory Gunz,41,6 Foot 7 Foot,2011
5142,Lady Antebellum,42,Just a Kiss,2011
5143,Jason Aldean,43,Dirt Road Anthem,2011
5144,Taio Cruz,44,Dynamite,2011
5145,Waka Flocka Flame featuring Wale and Roscoe Dash,45,No Hands,2011
5146,Britney Spears,46,I Wanna Go,2011
5147,"DJ Khaled featuring Drake, Rick Ross and Lil Wayne",47,I'm on One,2011
5148,Cobra Starship featuring Sabi,48,You Make Me Feel...,2011
5149,Chris Brown,49,Yeah 3x,2011
5150,Nicki Minaj featuring Drake,50,Moment 4 Life,2011
5151,Dr. Dre featuring Eminem and Skylar Grey,51,I Need a Doctor,2011
5152,Nelly,52,Just a Dream,2011
5153,Kelly Rowland featuring Lil Wayne,53,Motivation,2011
5154,Edward Maya featuring Vika Jigulina,54,Stereo Love,2011
5155,Christina Perri,55,Jar of Hearts,2011
5156,Wiz Khalifa,56,Roll Up,2011
5157,LMFAO,57,Sexy and I Know It,2011
5158,Far East Movement featuring Ryan Tedder,58,Rocketeer,2011
5159,Kanye West featuring Rihanna,59,All of the Lights,2011
5160,Britney Spears,60,Hold It Against Me,2011
5161,Usher,61,More,2011
5162,Avril Lavigne,62,What the Hell,2011
5163,Tinie Tempah featuring Eric Turner,63,Written in the Stars,2011
5164,Trey Songz featuring Nicki Minaj,64,Bottoms Up,2011
5165,Usher featuring Pitbull,65,DJ Got Us Fallin' in Love,2011
5166,The Script,66,For the First Time,2011
5167,Blake Shelton,67,Honey Bee,2011
5168,Jason Aldean featuring Kelly Clarkson,68,Don't You Wanna Stay,2011
5169,Rihanna featuring Calvin Harris,69,We Found Love,2011
5170,Keri Hilson,70,Pretty Girl Rock,2011
5171,Lady Gaga,71,Yoü and I,2011
5172,Far East Movement featuring The Cataracs and Dev,72,Like a G6,2011
5173,David Guetta featuring Usher,73,Without You,2011
5174,Taylor Swift,74,Back to December,2011
5175,Katy Perry,75,Teenage Dream,2011
5176,Eli Young Band,76,Crazy Girl,2011
5177,Rihanna,77,Cheers (Drink to That),2011
5178,Selena Gomez & the Scene,78,Who Says,2011
5179,Jake Owen,79,Barefoot Blue Jean Night,2011
5180,Zac Brown Band featuring Jimmy Buffett,80,Knee Deep,2011
5181,Luke Bryan,81,Country Girl (Shake It for Me),2011
5182,Brad Paisley and Carrie Underwood,82,Remind Me,2011
5183,Dev,83,In the Dark,2011
5184,New Boyz featuring The Cataracs and Dev,84,Backseat,2011
5185,Drake,85,Headlines,2011
5186,Beyoncé,86,Best Thing I Never Had,2011
5187,Jason Derulo,87,Don't Wanna Go Home,2011
5188,David Guetta featuring Flo Rida and Nicki Minaj,88,Where Them Girls At,2011
5189,Chris Brown,89,She Ain't You,2011
5190,Rodney Atkins,90,Take a Back Road,2011
5191,Mike Posner,91,Please Don't Go,2011
5192,Miguel,92,Sure Thing,2011
5193,Jessie J featuring B.o.B,93,Price Tag,2011
5194,Blake Shelton,94,God Gave Me You,2011
5195,Lil Wayne featuring Drake,95,She Will,2011
5196,Thompson Square,96,Are You Gonna Kiss Me or Not,2011
5197,Neon Trees,97,Animal,2011
5198,Kenny Chesney featuring Grace Potter,98,You and Tequila,2011
5199,Zac Brown Band,99,Colder Weather,2011
5200,Big Sean featuring Chris Brown,100,My Last,2011
5201,Pharrell Williams,1,Happy,2014
5202,Katy Perry featuring Juicy J,2,Dark Horse,2014
5203,John Legend,3,All of Me,2014
5204,Iggy Azalea featuring Charli XCX,4,Fancy,2014
5205,OneRepublic,5,Counting Stars,2014
5206,Jason Derulo featuring 2 Chainz,6,Talk Dirty,2014
5207,Magic!,7,Rude,2014
5208,Meghan Trainor,8,All About That Bass,2014
5209,Ariana Grande featuring Iggy Azalea,9,Problem,2014
5210,Sam Smith,10,Stay with Me,2014
5211,Pitbull featuring Kesha,11,Timber,2014
5212,Bastille,12,Pompeii,2014
5213,Taylor Swift,13,Shake It Off,2014
5214,Nico & Vinz,14,Am I Wrong,2014
5215,DJ Snake and Lil Jon,15,Turn Down for What,2014
5216,Eminem featuring Rihanna,16,The Monster,2014
5217,A Great Big World and Christina Aguilera,17,Say Something,2014
5218,Lorde,18,Team,2014
5219,Passenger,19,Let Her Go,2014
5220,Lorde,20,Royals,2014
5221,Idina Menzel,21,Let It Go,2014
5222,Avicii,22,Wake Me Up,2014
5223,Imagine Dragons,23,Demons,2014
5224,One Direction,24,Story of My Life,2014
5225,Sia,25,Chandelier,2014
5226,Iggy Azalea featuring Rita Ora,26,Black Widow,2014
5227,"Jessie J, Ariana Grande, and Nicki Minaj",27,Bang Bang,2014
5228,Disclosure featuring Sam Smith,28,Latch,2014
5229,Maroon 5,29,Maps,2014
5230,"Chris Brown featuring Lil Wayne and French Montana, Too Short, or Tyga",30,Loyal,2014
5231,American Authors,31,Best Day of My Life,2014
5232,Tove Lo,32,Habits (Stay High),2014
5233,Calvin Harris,33,Summer,2014
5234,Charli XCX,34,Boom Clap,2014
5235,Beyoncé featuring Jay Z,35,Drunk in Love,2014
5236,Nicki Minaj,36,Anaconda,2014
5237,Ariana Grande featuring Zedd,37,Break Free,2014
5238,Enrique Iglesias featuring Descemer Bueno and Gente de Zona,38,Bailando,2014
5239,Ellie Goulding,39,Burn,2014
5240,Jason Derulo featuring Snoop Dogg,40,Wiggle,2014
5241,Clean Bandit featuring Jess Glynne,41,Rather Be,2014
5242,Jeremih featuring YG,42,Don't Tell 'Em,2014
5243,Kid Ink featuring Chris Brown,43,Show Me,2014
5244,Miley Cyrus,44,Wrecking Ball,2014
5245,Justin Timberlake,45,Not a Bad Thing,2014
5246,Katy Perry,46,Roar,2014
5247,Paramore,47,Ain't It Fun,2014
5248,Aloe Blacc,48,The Man,2014
5249,Florida Georgia Line featuring Luke Bryan,49,This Is How We Roll,2014
5250,MKTO,50,Classic,2014
5251,Coldplay,51,A Sky Full of Stars,2014
5252,Ed Sheeran,52,Don't,2014
5253,Trey Songz,53,Na Na,2014
5254,Bobby Shmurda,54,Hot Boy,2014
5255,Drake featuring Majid Jordan,55,"Hold On, We're Going Home",2014
5256,Ed Sheeran,56,Sing,2014
5257,Imagine Dragons,57,Radioactive,2014
5258,YG featuring Jeezy and Rich Homie Quan,58,My Hitta,2014
5259,Echosmith,59,Cool Kids,2014
5260,Avicii,60,Hey Brother,2014
5261,Jason Derulo,61,Trumpets,2014
5262,Maroon 5,62,Animals,2014
5263,Jason Aldean,63,Burnin' It Down,2014
5264,Luke Bryan,64,Play It Again,2014
5265,Tinashe featuring ScHoolboy Q,65,2 On,2014
5266,Florida Georgia Line,66,Dirt,2014
5267,OneRepublic,67,Love Runs Out,2014
5268,Brantley Gilbert,68,Bottoms Up,2014
5269,Becky G,69,Shower,2014
5270,Rixton,70,Me and My Broken Heart,2014
5271,Martin Garrix,71,Animals,2014
5272,Rich Gang featuring Young Thug and Rich Homie Quan,72,Lifestyle,2014
5273,Kenny Chesney,73,American Kids,2014
5274,Sara Bareilles,74,Brave,2014
5275,The Neighbourhood,75,Sweater Weather,2014
5276,Sam Hunt,76,Leave the Night On,2014
5277,Chris Brown featuring Usher and Rick Ross,77,New Flame,2014
5278,Michael Jackson and Justin Timberlake,78,Love Never Felt So Good,2014
5279,Dierks Bentley,79,Drunk on a Plane,2014
5280,Katy Perry,80,Birthday,2014
5281,Lady Antebellum,81,Bartender,2014
5282,Naughty Boy featuring Sam Smith,82,La La La,2014
5283,Robin Thicke featuring T.I. and Pharrell Williams,83,Blurred Lines,2014
5284,Lady Gaga featuring R. Kelly,84,Do What U Want,2014
5285,Shakira featuring Rihanna,85,Can't Remember to Forget You,2014
5286,5 Seconds of Summer,86,Amnesia,2014
5287,T.I. featuring Iggy Azalea,87,No Mediocre,2014
5288,KONGOS,88,Come with Me Now,2014
5289,Lil Wayne featuring Drake,89,Believe Me,2014
5290,"Mike WiLL Made-It featuring Miley Cyrus, Wiz Khalifa, and Juicy J",90,23,2014
5291,Jake Owen,91,Beachin',2014
5292,Macklemore & Ryan Lewis featuring ScHoolboy Q and Hollis,92,White Walls,2014
5293,5 Seconds of Summer,93,She Looks So Perfect,2014
5294,Zedd featuring Hayley Williams,94,Stay the Night,2014
5295,Beyoncé,95,Partition,2014
5296,ScHoolboy Q featuring BJ the Chicago Kid,96,Studio,2014
5297,Drake,97,0 to 100 / The Catch Up,2014
5298,Lee Brice,98,I Don't Dance,2014
5299,Miranda Lambert and Carrie Underwood,99,Somethin' Bad,2014
5300,Miley Cyrus,100,Adore You,2014
5301,Mark Ronson featuring Bruno Mars,1,Uptown Funk,2015
5302,Ed Sheeran,2,Thinking Out Loud,2015
5303,Wiz Khalifa featuring Charlie Puth,3,See You Again,2015
5304,Fetty Wap,4,Trap Queen,2015
5305,Maroon 5,5,Sugar,2015
5306,Walk the Moon,6,Shut Up and Dance,2015
5307,Taylor Swift,7,Blank Space,2015
5308,Silentó,8,Watch Me,2015
5309,The Weeknd,9,Earned It,2015
5310,The Weeknd,10,The Hills,2015
5311,OMI,11,Cheerleader,2015
5312,The Weeknd,12,Can't Feel My Face,2015
5313,Ellie Goulding,13,Love Me Like You Do,2015
5314,Hozier,14,Take Me to Church,2015
5315,Taylor Swift featuring Kendrick Lamar,15,Bad Blood,2015
5316,Major Lazer and DJ Snake featuring MØ,16,Lean On,2015
5317,Jason Derulo,17,Want to Want Me,2015
5318,Taylor Swift,18,Shake It Off,2015
5319,Skrillex and Diplo featuring Justin Bieber,19,Where Are Ü Now,2015
5320,Rachel Platten,20,Fight Song,2015
5321,Fetty Wap featuring Remy Boyz,21,679,2015
5322,Meghan Trainor,22,Lips Are Movin,2015
5323,Fifth Harmony featuring Kid Ink,23,Worth It,2015
5324,Omarion featuring Chris Brown and Jhené Aiko,24,Post to Be,2015
5325,Andy Grammer,25,"Honey, I'm Good.",2015
5326,Sam Smith,26,I'm Not the Only One,2015
5327,Selena Gomez featuring ASAP Rocky,27,Good for You,2015
5328,Meghan Trainor,28,All About That Bass,2015
5329,Taylor Swift,29,Style,2015
5330,Drake,30,Hotline Bling,2015
5331,"David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack",31,Hey Mama,2015
5332,Flo Rida featuring Sage the Gemini and Lookas,32,G.D.F.R.,2015
5333,Justin Bieber,33,What Do You Mean?,2015
5334,Ed Sheeran,34,Photograph,2015
5335,Adele,35,Hello,2015
5336,Shawn Mendes,36,Stitches,2015
5337,Tove Lo,37,Talking Body,2015
5338,Nick Jonas,38,Jealous,2015
5339,Pitbull and Ne-Yo,39,Time of Our Lives,2015
5340,R. City featuring Adam Levine,40,Locked Away,2015
5341,Natalie La Rose featuring Jeremih,41,Somebody,2015
5342,"Rihanna, Kanye West and Paul McCartney",42,FourFiveSeconds,2015
5343,Fall Out Boy,43,Centuries,2015
5344,Fetty Wap featuring Monty,44,My Way,2015
5345,Sam Hunt,45,Take Your Time,2015
5346,Maroon 5,46,Animals,2015
5347,Big Sean featuring E-40,47,I Don't Fuck with You,2015
5348,Rihanna,48,Bitch Better Have My Money,2015
5349,Rich Homie Quan,49,"Flex (Ooh, Ooh, Ooh)",2015
5350,T-Wayne,50,Nasty Freestyle,2015
5351,"Nicki Minaj featuring Drake, Lil Wayne and Chris Brown",51,Only,2015
5352,Sia,52,Elastic Heart,2015
5353,Demi Lovato,53,Cool for the Summer,2015
5354,X Ambassadors,54,Renegades,2015
5355,Usher featuring Juicy J,55,I Don't Mind,2015
5356,Ariana Grande and The Weeknd,56,Love Me Harder,2015
5357,Taylor Swift,57,Wildest Dreams,2015
5358,Sam Smith,58,Stay with Me,2015
5359,DJ Snake and AlunaGeorge,59,You Know You Like It,2015
5360,Fall Out Boy,60,Uma Thurman,2015
